parcel_feature_id,hex_id,hc_cluster,algo_classification,mistral7b_classification,phi4_classification
1713c0e0-5fd3-4eb8-8fb9-b794479dcb02,8a2a8a892167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
9b3a1389-479a-4a73-b411-b4313498e8d0,8a2a8a892167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
9b4eb0b7-90bf-41ca-a88b-8362bb355234,8a2a8a892167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
e1fb787e-113f-4f5c-86c1-81ad3ed5e5b1,8a2a8a892167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
83a8e40c-9001-4f54-9111-e99501d0ff75,8a2a8a892baffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
b595d7ee-f624-439f-80ba-79f058cb06d5,8a2a8a892baffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
578a21c0-b823-406f-a54c-a59505147a6b,8a2a8a892baffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
66d7b9f1-c089-4676-9a54-afdb9c59c26e,8a2a8a892baffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
271d5a58-1e68-459b-abce-4e46031dd95a,8a2a8ac65c9ffff,0,Multi-Family Residential,Multi-Family Residential,Mixed Use
271d5a58-1e68-459b-abce-4e46031dd95a,8a2a8ac65cb7fff,0,Multi-Family Residential,Multi-Family Residential,Mixed Use
abd1ccae-b5ea-47c7-b2d0-db7ae9d9a62c,8a2a8a892baffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
da8f6c03-2b05-428b-95da-57c77a23d69e,8a2a8a892baffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
d17827bf-e19a-4dfc-a35b-7ad42df27dd6,8a2a8a892baffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
0b78f94b-5493-4098-8724-58c45a35441e,8a2a8a892baffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
5030b139-131d-441d-9a45-e9d1e8232699,8a2a8ac6028ffff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
8171d1d0-b7ac-4936-b713-b20fa3fc06d3,8a2a8a892167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
64d02922-9bd6-424d-923e-634ac802affa,8a2a8a892167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
ff2485e6-aa4a-42a2-9a01-3b85d335210a,8a2a8a892167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
179dc188-596f-44d2-b8f1-7d88201fe88d,8a2a8a892167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
4145873f-6dfe-4b9c-a22d-ec9623922abe,8a2a8a892167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
650341d1-d7b4-49f5-8916-6bed27c67d56,8a2a8a892167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c2a6d820-b720-4f07-86f2-841343e3aa8b,8a2a8a892167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c1eb7964-1de2-4bb0-84a9-be8335045eba,8a2a8a892167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
7edcfe37-10cb-4357-9282-97142ebdfe95,8a2a8a892167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
8dd078b4-85db-4b0e-af3f-e6f3fba634af,8a2a8a892167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
4b6f814c-06d7-4e5f-add3-c0c5c5d097d4,8a2a8a892167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
021ef256-1279-4f71-afbb-11da5e479d94,8a2a8a892167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
776bd167-ccda-4011-96f4-db3146b44452,8a2a8a892167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
14e931b3-eb7b-45f2-84b5-b7c1ed8c6a0d,8a2a8a892167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
e53f4a9d-1e29-4d97-b84d-50ad8dd28618,8a2a8a892167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
e3ce3fdf-c061-419f-8047-175d183e69f1,8a2a8ac6cc4ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
3d956892-a676-4500-86e6-82c0d27a08e7,8a2a8ac6cc4ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
31b981c0-ce26-455f-8b2f-c4ffde1642b6,8a2a8ac6cc4ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
46b16f58-316c-40ac-98ad-4c1ef86ba456,8a2a8ac6cc57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
46b16f58-316c-40ac-98ad-4c1ef86ba456,8a2a8ac6cc4ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
17c49ee9-ec7b-479d-8150-1d95108ea12b,8a2a8ac6cc57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f165af28-a55c-45e5-bcf6-f696eb279c07,8a2a8ac6cc57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
1d4b5250-774b-4cfa-9217-6b6937d8bda7,8a2a8ac6cc57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
1d4b5250-774b-4cfa-9217-6b6937d8bda7,8a2a8ac6cc4ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
3925851d-0687-4cc7-9cfd-5cc6bad368d6,8a2a8ac6cc57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
b6e374d3-84c2-4e28-9756-aa5102a5dc82,8a2a8ac6cc57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
b6e374d3-84c2-4e28-9756-aa5102a5dc82,8a2a8ac6cc4ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
b1345c4e-0da6-418e-b366-e3e6fac4434f,8a2a8ac6cd87fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
b1345c4e-0da6-418e-b366-e3e6fac4434f,8a2a8ac6cc17fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
44113028-54ef-4d88-9d10-108e6a49a204,8a2a8ac6cc57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
5421e735-b762-4e68-a5ea-1de9d152ee25,8a2a8ac6c057fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
891dbd90-51a2-4c93-ab8d-933e72e4e8ca,8a2a8ac6c12ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
4b5ed5f7-b479-4f7c-85e5-ee0b1955e3ed,8a2a8ac6c10ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
177a5283-6394-4e2c-8faa-3f6e75c2927a,8a2a8ac6c12ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
177a5283-6394-4e2c-8faa-3f6e75c2927a,8a2a8ac6c10ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
dd90b456-c3bd-411c-8a87-c28f74a31899,8a2a8ac6c10ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f213d3d9-50cd-4e94-9364-45656180fe6d,8a2a8ac6c10ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
59c18dba-8a8a-45af-ab1e-25275bf8b967,8a2a8ac6c10ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
5d2c13a0-51c3-48a3-90bc-76d1f5267cf0,8a2a8ac6c10ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
5c8d03fb-0c63-4209-a07f-3349295c91cc,8a2a8ac6c0effff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c850dc63-30fe-41fa-8455-e6442ce66ce8,8a2a8ac6cd87fff,0,Institutional,Institutional,Institutional
e70302e3-f370-4391-a987-3a75bbf420ec,8a2a8ac6c8effff,0,Commercial,Commercial,Commercial
e659e07c-a285-44a1-bb0a-f93366372c32,8a2a8ac6c99ffff,0,Institutional,Institutional,Institutional
e659e07c-a285-44a1-bb0a-f93366372c32,8a2a8ac6c987fff,0,Institutional,Institutional,Institutional
1b9f33f0-6de9-448a-b025-8d9e50379ffd,8a2a8a89265ffff,0,Commercial,Commercial,Commercial
f0ee6ca9-d9a5-41e2-8284-36cfb883acad,8a2a8a89265ffff,0,Commercial,Commercial,Commercial
89cf9712-909c-4197-8504-71f619322648,8a2a8a89265ffff,0,Single-Family Residential,Commercial,Mixed Use
d8260821-34e7-4b95-b08d-05784ffbfe58,8a2a8ac6c987fff,0,Single-Family Residential,Commercial,Mixed Use
50e195f7-f2f2-488f-a4c2-9222676cb0ff,8a2a8ac6c987fff,0,Single-Family Residential,Commercial,Commercial
55898955-7560-4094-a590-ace93cf7337d,8a2a8a892217fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
b4dd4288-737a-4c63-99de-131f7679e6e6,8a2a8a892217fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
1eb69908-0171-4a56-8b68-873a01e171ee,8a2a8a892217fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f631b3ca-e983-44e7-88ad-dc01362d9c39,8a2a8a892217fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
eed41117-b6e4-49ad-8868-6540c6176ee6,8a2a8a892217fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f5431d75-4248-4087-881f-e0469e3abdca,8a2a8a892047fff,0,Multi-Family Residential,Unclassified,Mixed Use
e7245e3b-bb51-41e2-a338-337120ea02f7,8a2a8a892367fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
d5d8e2e7-e654-4577-a77d-8394f05a0a74,8a2a8a892367fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
cd4e5b1b-af1e-4fef-ac70-34d07562710f,8a2a8a892367fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
205ee1cb-839f-4f72-a688-a7bf21155863,8a2a8a892ad7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f0b2c85c-577c-41bd-9eb2-a64a332be1b6,8a2a8a892ac7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f0b2c85c-577c-41bd-9eb2-a64a332be1b6,8a2a8a892ad7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f8071d08-9589-404a-8d7c-7130bb8b9496,8a2a8a892ad7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c2710374-b93f-4018-97d7-582a8980c107,8a2a8a892ac7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c2710374-b93f-4018-97d7-582a8980c107,8a2a8a892ad7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
1472cffb-875c-4407-ac40-47f5769adef4,8a2a8a892ad7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
8f8fa0ed-ab2b-4f06-9331-997bc3f22279,8a2a8a892167fff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
13438763-8cfe-4e46-a150-98d86b75a84b,8a2a8a892167fff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
edd884fd-6294-4ed2-9fbd-f37c31a26fc6,8a2a8a892167fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
f793ccdf-7f0d-4969-b773-987cb0d4dcaa,8a2a8a892167fff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
c84d5f9f-54fd-4251-8074-fdc3f76f7013,8a2a8a892167fff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
34a9cd57-6081-46a2-9f95-e5f09198140f,8a2a8a892167fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
c6ce9b0c-f605-405e-80ae-ef31ab2ba52d,8a2a8a892a8ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
7bcae58c-4e70-4cbe-830e-2a9fb5e62cb9,8a2a8a892a8ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
7bcae58c-4e70-4cbe-830e-2a9fb5e62cb9,8a2a8a892ad7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
7161d9c0-9022-4b0f-866c-6b4816b11d06,8a2a8a892a8ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
fe6cc420-4d12-40a9-b3e4-27f544423e2e,8a2a8a892ad7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
4d41cf50-589b-4082-beb4-d605f88c90ba,8a2a8a892a8ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
123b3f96-6e2a-46c1-ad4f-5a0bbb9dad53,8a2a8a892a8ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
0e70fb66-737f-48dd-9832-a4d8d08304b5,8a2a8a892047fff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
fb98ea7b-c0cb-418a-a3e3-e87de61f7597,8a2a8a892a8ffff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
fb98ea7b-c0cb-418a-a3e3-e87de61f7597,8a2a8a892a9ffff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
fb98ea7b-c0cb-418a-a3e3-e87de61f7597,8a2a8a892ad7fff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
31d36238-edcf-4eff-8ae6-9ae86c8cb478,8a2a8a892a9ffff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
734f5f13-1d02-483d-9325-dfd48f668ab8,8a2a8a892367fff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
ca66ba41-7f07-4962-9f05-f81d0f5b4c1f,8a2a8a892047fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
30d881a3-3bc6-4605-9d03-f46d450b2869,8a2a8a892047fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
105a11b2-2fbb-4041-ab1f-176332e39fb9,8a2a8a892047fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
17cc8ce8-cd8e-46d8-8f80-b6ec2b58a61a,8a2a8a892047fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
25869052-fd7c-4ebf-96ff-feff30773d74,8a2a8a892047fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
9f51db2e-6416-422b-aa47-86167acdaf5f,8a2a8a892047fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
4d218feb-46b1-4cf7-908c-5471b7d9a684,8a2a8a892047fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
d8b60c2b-9760-4170-859b-6340189660d1,8a2a8a892047fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
d01a6d76-ebc1-43ba-9c91-78b8af011ccf,8a2a8a893407fff,0,Commercial,Industrial,Commercial
63b3ebd2-0fd6-41e8-9b04-b940fc20397b,8a2a8a89349ffff,0,Institutional,Institutional,Mixed Use
63b3ebd2-0fd6-41e8-9b04-b940fc20397b,8a2a8ac6cb27fff,0,Institutional,Institutional,Mixed Use
808dd819-7b00-4d05-9ee1-1ffda1252702,8a2a8a893737fff,0,Commercial,Industrial,Commercial
a1915129-ec5b-4c02-b8a0-c834704695ab,8a2a8ac6cb47fff,0,Commercial,Industrial,Industrial
a1915129-ec5b-4c02-b8a0-c834704695ab,8a2a8ac6ca37fff,0,Commercial,Industrial,Industrial
a1915129-ec5b-4c02-b8a0-c834704695ab,8a2a8ac6cb27fff,0,Commercial,Industrial,Industrial
a1915129-ec5b-4c02-b8a0-c834704695ab,8a2a8ac6ca27fff,0,Commercial,Industrial,Industrial
4ed6dd3d-f085-47e8-83e6-5513d711643b,8a2a8ac6cb27fff,0,Commercial,Industrial,Industrial
031969b2-9ee8-407d-8f5e-9160ba389e26,8a2a8a8934a7fff,0,Commercial,Industrial,Industrial
57e20db6-87aa-4d4a-b050-ab8404f97fd3,8a2a8a8934a7fff,0,Industrial,Industrial,Industrial
9460efe6-c228-432f-ab83-0b2cbec77f95,8a2a8a893407fff,0,Commercial,Industrial,Commercial
756313d4-6162-4a3f-8cd8-29864a235adc,8a2a8a8937b7fff,0,Commercial,Industrial,Industrial
a1c24646-015f-49f0-beb6-d445f5d1266e,8a2a8a8937b7fff,0,Commercial,Industrial,Commercial
dc9003b6-11c6-4108-8b36-5aef9d52e8de,8a2a8a8937b7fff,0,Industrial,Industrial,Industrial
da541a59-8ef1-4850-9249-c44684637a2c,8a2a8a892ac7fff,0,Multi-Family Residential,Multi-Family Residential,Mixed Use
2f3aa2bb-18a3-4d31-899f-b2e8b25ee167,8a2a8a892ac7fff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
436c7137-0f53-41d1-a709-affdb1428483,8a2a8a892ac7fff,0,Multi-Family Residential,Multi-Family Residential,Mixed Use
1f008141-a5b8-4165-a5ba-771dcef41ff7,8a2a8a892ac7fff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
f04a0a3e-ce93-44ab-b9bc-890ee9a41fcb,8a2a8ac61a37fff,0,Institutional,Institutional,Institutional
f04a0a3e-ce93-44ab-b9bc-890ee9a41fcb,8a2a8ac61a17fff,0,Institutional,Institutional,Institutional
f04a0a3e-ce93-44ab-b9bc-890ee9a41fcb,8a2a8ac61ae7fff,0,Institutional,Institutional,Institutional
f04a0a3e-ce93-44ab-b9bc-890ee9a41fcb,8a2a8ac61a57fff,0,Institutional,Institutional,Institutional
71562561-da7c-465a-aae6-d4f941f5476e,8a2a8ac61ae7fff,0,Commercial (Vacant),Commercial,Commercial
fce1ef2b-0457-4da3-b20d-c4627009d23a,8a2a8a892047fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
6463235e-7a24-4c62-8ae8-9d62e858f41a,8a2a8a892047fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
e590d50f-22d8-4213-9348-d86f9880d21a,8a2a8a892047fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
3e69a3c7-4665-44b2-a09c-580991afa449,8a2a8a892047fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
b8c4280f-f10e-4881-8ffa-aa23ba0d350e,8a2a8a892047fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
a53121e4-4c8b-44ac-9c95-a533ca6599a2,8a2a8a892047fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
6015fbd8-6872-4c4f-a094-7a489c376466,8a2a8a892047fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
c4086d4b-d565-41a0-9b87-338dc2cb652f,8a2a8a892047fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
a33711cd-85da-4c72-b94a-35e0c2182d46,8a2a8a892047fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
3e495e50-d610-495c-b825-61120de47bb9,8a2a8a892047fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
5c3e4eb0-5cba-48e5-aaeb-4643103915fe,8a2a8a892047fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
a13834bc-d2d1-42d4-8cdb-0c4463a4a6d7,8a2a8a892047fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
87f7d9cf-7833-4c5e-809c-1e2c214e905b,8a2a8a892047fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
8690309e-e248-435a-8e82-53ed2dd12eef,8a2a8ac61ae7fff,0,Commercial (Vacant),Commercial,Commercial
bbbb2e4b-2f51-4274-bc7f-06b76bde6b2f,8a2a8ac64167fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
438712c2-6530-4fd7-9540-c111e554ee11,8a2a8a892047fff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
9f21fe51-48bd-49c7-937c-a98047e1e9f8,8a2a8ac64167fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
0d95be4e-c8fc-44b4-837d-6e26891db407,8a2a8ac64167fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
182e3475-0242-4bd6-a87a-e9d695274eaf,8a2a8ac64167fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
cd897be3-cb30-4cf6-bfc6-f8fae9bdc38d,8a2a8ac61bb7fff,0,Institutional (Vacant),Institutional,Institutional
cd897be3-cb30-4cf6-bfc6-f8fae9bdc38d,8a2a8ac61167fff,0,Institutional (Vacant),Institutional,Institutional
cd897be3-cb30-4cf6-bfc6-f8fae9bdc38d,8a2a8ac61ae7fff,0,Institutional (Vacant),Institutional,Institutional
cd897be3-cb30-4cf6-bfc6-f8fae9bdc38d,8a2a8ac61a57fff,0,Institutional (Vacant),Institutional,Institutional
f5f1b31a-3adc-41c4-a9d1-749bedb665d4,8a2a8ac61ae7fff,0,Commercial,Commercial,Commercial
db52fa56-d275-4a09-af0c-cb9d1ca257ed,8a2a8a89349ffff,0,Commercial,Commercial,Industrial
5c89c758-5ec4-4b66-899d-261c528bd350,8a2a8a89349ffff,0,Industrial (Vacant),Infrastructure,Unclassified
75631f3b-894c-4956-966b-c1dca5d0bd85,8a2a8a89349ffff,0,Commercial,Commercial,Industrial
ed3f33a8-788d-4d08-b75a-cff995b2b423,8a2a8ac6c38ffff,0,Commercial,Commercial,Commercial
5a0d0861-cb79-41d8-8b4e-4265fba7e8e4,8a2a8ac6c75ffff,0,Commercial,Commercial,Commercial
64ed5ea3-4f96-4df1-a816-ae43e54e579e,8a2a8ac6c75ffff,0,Commercial,Commercial,Institutional
623a86c1-cd7d-4b4c-9845-f7697ad2d73d,8a2a8ac6c38ffff,0,Commercial,Commercial,Commercial
d3c4643e-987d-42fb-add0-2eecafe1e30e,8a2a8ac6c207fff,0,Commercial,Commercial,Commercial
ee38d3ed-31fb-4641-80a3-d06c506fe0a8,8a2a8ac6c767fff,0,Commercial,Commercial,Institutional
ee38d3ed-31fb-4641-80a3-d06c506fe0a8,8a2a8ac6c0effff,0,Commercial,Commercial,Institutional
ee38d3ed-31fb-4641-80a3-d06c506fe0a8,8a2a8ac6c057fff,0,Commercial,Commercial,Institutional
ee38d3ed-31fb-4641-80a3-d06c506fe0a8,8a2a8ac6c38ffff,0,Commercial,Commercial,Institutional
6e64a864-a8ab-42df-ba51-1e65c8323cfa,8a2a8ac6c38ffff,0,Commercial,Commercial,Commercial
565d7ba1-06e4-4a86-98b6-a367b99b0c45,8a2a8ac65d2ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
6e908c46-5526-4f75-911c-4be431834940,8a2a8ac65d2ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
39f248f7-0f19-4d46-ba4d-ee29d089d344,8a2a8ac65d2ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
ceef606c-affc-496f-9e2e-fcaf3c7106f7,8a2a8ac65d2ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
16be8b3a-a4f8-4c81-bcfc-b67039165e52,8a2a8ac65d2ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
7a5eeed5-9b9e-4cc8-9abd-aa9d495acec2,8a2a8ad4b6affff,0,Institutional,Institutional,Institutional
38e0aa51-ffd1-4f92-8da5-13de1d02fbf7,8a2a8ad4b6affff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
1d0046d2-c2e3-4c37-a6a8-b7fc04c987e4,8a2a8ad4b6affff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
7e191853-95be-4a46-a368-a8e8256b617f,8a2a8ad4b6affff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
938f094a-09fd-4a61-ba78-5422e418349d,8a2a8ad4b6affff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f69da4d5-ef71-4b79-9229-a3dc404061d9,8a2a8ad4b6affff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
fc7c4eba-b92f-40ad-9b09-41d752a4bcae,8a2a8ac65d57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
3a3a893f-99ca-4422-a042-557df372e46a,8a2a8ac65d2ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
09baa382-f0ba-4b2f-a14a-001b7c4bfa3a,8a2a8ac65d2ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
9f3c4c1d-97d9-484f-98da-fd2678a6a308,8a2a8ac65d2ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
5f708561-cdac-4abb-9d94-163ba3b88231,8a2a8ac65d2ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
dfa75878-7b16-4122-bad0-fc2b040aaa9b,8a2a8ac65d2ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
48c203c6-f1a7-4009-b129-7214bebec4f6,8a2a8ac65d57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f2907489-17c2-4048-8af4-c383d9d799f6,8a2a8ac65d57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
681bdd9e-bb17-4d68-a70b-8bafe7325602,8a2a8ac65d57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
51643840-82bc-4a4d-b16d-cea7da075a36,8a2a8ac65d57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
e8f19c90-dea5-40ab-87a6-550b308e38d3,8a2a8ac65d57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c068944e-3b5b-440e-be24-f5d1391434d7,8a2a8ac65d57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
ba2c409f-dce7-4a56-ae9a-07a929e3926f,8a2a8ac65d57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
b56e7b0b-6574-4341-af3b-866ba354a502,8a2a8ac65d57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
bbca396c-54a9-4323-8844-e5d1c592e803,8a2a8ac65d57fff,0,Single-Family Residential,Single-Family Residential,Mixed Use
76cb3e8d-aa3f-438c-a818-5ae94d01695c,8a2a8ac65d57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
7eef46f8-d725-42ab-b446-6ce741075c39,8a2a8ac65d57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c5f09325-606a-4fd5-b060-51065582e144,8a2a8ac65d57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
1c2fbf5a-0ee3-49fa-957a-e7c1eac617df,8a2a8ac65d57fff,0,Single-Family Residential,Single-Family Residential,Mixed Use
35127639-7abd-4251-a7d6-36561e51e339,8a2a8ac65d2ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
5d4724fb-f5d5-4de0-907d-8de114eb7273,8a2a8ac65d57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
ab0a57ba-f9ee-434b-afbd-40483f2a5158,8a2a8ac65d57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
11698302-06b0-4154-ae0c-be8e153d31ea,8a2a8ac65d57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
586b5439-13d8-4a26-8c3a-4c048a9af3c0,8a2a8ac65d57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
5241d4ef-e72b-4b7b-99c8-b817075a6c2d,8a2a8ac65d57fff,0,Multi-Family Residential,Multi-Family Residential,Mixed Use
18a6da3a-82f7-4788-bbe2-51a1301425eb,8a2a8ac65d57fff,0,Multi-Family Residential (Vacant),Multi-Family Residential,Mixed Use
dc0f8d45-03f4-4c06-8d7e-1e317372d530,8a2a8ac65887fff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
4d4462ac-5e2f-4b4a-91ec-bb6b78bbde3f,8a2a8ac65887fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
5cbdd4bf-882d-4419-b8d7-a24f2e545482,8a2a8ac65887fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
a26068f7-6ea5-4687-b662-6bdc1d4c5f12,8a2a8ac65887fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
