feature_id,region_id,cluster_id,color,centroid_lat,centroid_lon,area_degrees_sq,geometry_json,rag_text
2789,8a2a8ad4b19ffff,0,#1f77b4,37.247301892863305,-80.40865493525541,1.4299660229868443e-06,"{""coordinates"":[[[-80.40847584469418,37.24792131534772],[-80.40930025921433,37.24773146006339],[-80.40947933852298,37.24711203597721],[-80.40883402153898,37.24668247125111],[-80.40800962281371,37.2468723199968],[-80.40783052527773,37.24749174000712],[-80.40847584469418,37.24792131534772]]],""type"":""Polygon""}","H3 region 8a2a8ad4b19ffff is feature 2789. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.247302, longitude -80.408655. Its display color is #1f77b4."
2790,8a2a8ac604f7fff,0,#1f77b4,37.22484612681282,-80.45590729021981,1.428733609529341e-06,"{""coordinates"":[[[-80.45572889759192,37.225465397903456],[-80.45655270888524,37.22527529066973],[-80.45673109027508,37.2246560179896],[-80.45608567859432,37.22422685659957],[-80.45526188306076,37.224416957282116],[-80.45508348344842,37.225036225905754],[-80.45572889759192,37.225465397903456]]],""type"":""Polygon""}","H3 region 8a2a8ac604f7fff is feature 2790. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.224846, longitude -80.455907. Its display color is #1f77b4."
2791,8a2a8ad596a7fff,0,#1f77b4,37.254632350518186,-80.4596357471206,1.4302487756458725e-06,"{""coordinates"":[[[-80.45945729267186,37.25525190493778],[-80.46028159619395,37.25506167690183],[-80.4604600393911,37.25444212089219],[-80.45981419731227,37.25401279697531],[-80.45898990956778,37.25420301845525],[-80.45881144812469,37.254822570407995],[-80.45945729267186,37.25525190493778]]],""type"":""Polygon""}","H3 region 8a2a8ad596a7fff is feature 2791. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.254632, longitude -80.459636. Its display color is #1f77b4."
2792,8a2a8ac66477fff,0,#1f77b4,37.24153023529664,-80.46879388372899,1.4295625585485347e-06,"{""coordinates"":[[[-80.46861559696718,37.242149678479144],[-80.46943963373968,37.241959429623805],[-80.4696179092568,37.24133998485404],[-80.46897216623998,37.24091079299213],[-80.46814814523253,37.241101035290114],[-80.46796985147702,37.24172047600726],[-80.46861559696718,37.242149678479144]]],""type"":""Polygon""}","H3 region 8a2a8ac66477fff is feature 2792. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.241530, longitude -80.468794. Its display color is #1f77b4."
2793,8a2a8ad4a347fff,0,#1f77b4,37.25512454963353,-80.41485898475459,1.430354715539452e-06,"{""coordinates"":[[[-80.41467994582597,37.25574405300992],[-80.41550446551453,37.2555541302666],[-80.41568349318744,37.25493462528954],[-80.41503801940681,37.254505047129676],[-80.41421351551558,37.2546949633314],[-80.41403446960784,37.25531446423447],[-80.41467994582597,37.25574405300992]]],""type"":""Polygon""}","H3 region 8a2a8ad4a347fff is feature 2793. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.255125, longitude -80.414859. Its display color is #1f77b4."
2794,8a2a8ac60d8ffff,0,#1f77b4,37.233418363940686,-80.44882250193626,1.4291843598600018e-06,"{""coordinates"":[[[-80.44864398540534,37.23403770649274],[-80.44946797619733,37.233847620351284],[-80.4496464814856,37.23322827620763],[-80.44900101420923,37.23279902226505],[-80.44817703918565,37.232989101856575],[-80.44799851567024,37.23360844194051],[-80.44864398540534,37.23403770649274]]],""type"":""Polygon""}","H3 region 8a2a8ac60d8ffff is feature 2794. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.233418, longitude -80.448823. Its display color is #1f77b4."
2795,8a2a8a892a67fff,0,#1f77b4,37.207539534790236,-80.38554439367977,1.4279759259664866e-06,"{""coordinates"":[[[-80.38536515050484,37.20815855631083],[-80.38618899165893,37.207968986043795],[-80.38636822359786,37.207349962917874],[-80.38572363257421,37.20692051414106],[-80.38489980719895,37.20711007788173],[-80.3847205570687,37.20772909692547],[-80.38536515050484,37.20815855631083]]],""type"":""Polygon""}","H3 region 8a2a8a892a67fff is feature 2795. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.207540, longitude -80.385544. Its display color is #1f77b4."
2796,8a2a8ac64477fff,0,#1f77b4,37.24384959740845,-80.44119921336915,1.4297311216164185e-06,"{""coordinates"":[[[-80.44102055899873,37.24446902810722],[-80.44184476362139,37.244278960843694],[-80.44202340674364,37.24365952855102],[-80.4413778634765,37.24323016758504],[-80.44055367463237,37.24342022829982],[-80.44037501327703,37.244039656529225],[-80.44102055899873,37.24446902810722]]],""type"":""Polygon""}","H3 region 8a2a8ac64477fff is feature 2796. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.243850, longitude -80.441199. Its display color is #1f77b4."
2797,8a2a8ac60837fff,0,#1f77b4,37.231504389924744,-80.43706729936301,1.429107815751634e-06,"{""coordinates"":[[[-80.43688863703045,37.232123699981145],[-80.43771264962278,37.23193370045712],[-80.43789130071258,37.23131438880645],[-80.43724595743294,37.230885080743754],[-80.43642196061286,37.23107507372188],[-80.43624329130039,37.23169438130848],[-80.43688863703045,37.232123699981145]]],""type"":""Polygon""}","H3 region 8a2a8ac60837fff is feature 2797. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.231504, longitude -80.437067. Its display color is #1f77b4."
2798,8a2a8ac6176ffff,0,#1f77b4,37.20286662900205,-80.42841330053479,1.4276607499986204e-06,"{""coordinates"":[[[-80.42823463188509,37.203485660181144],[-80.42905819491143,37.20329581139864],[-80.42923685233099,37.20267677862461],[-80.42859196492317,37.20224759869854],[-80.42776841765408,37.20243744094138],[-80.42758974203572,37.20305646964983],[-80.42823463188509,37.203485660181144]]],""type"":""Polygon""}","H3 region 8a2a8ac6176ffff is feature 2798. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.202867, longitude -80.428413. Its display color is #1f77b4."
2799,8a2a8ac6061ffff,0,#1f77b4,37.21831667122196,-80.45163651057331,1.4284078398472402e-06,"{""coordinates"":[[[-80.45145808658599,37.218935875893365],[-80.45228180605888,37.218745818782075],[-80.45246021881084,37.21812661252047],[-80.45181493030657,37.217697467427755],[-80.450991226591,37.21788751799003],[-80.45081279562258,37.21850672019393],[-80.45145808658599,37.218935875893365]]],""type"":""Polygon""}","H3 region 8a2a8ac6061ffff is feature 2799. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.218317, longitude -80.451637. Its display color is #1f77b4."
2800,8a2a8ac62307fff,0,#1f77b4,37.21780075919263,-80.46639467141854,1.4283547003385637e-06,"{""coordinates"":[[[-80.46621644125557,37.21841997728685],[-80.46704008337186,37.21822982082242],[-80.46721830230098,37.217610601141494],[-80.46657289733385,37.21718154197697],[-80.46574927096817,37.217371691887685],[-80.4655710338192,37.21799090751654],[-80.46621644125557,37.21841997728685]]],""type"":""Polygon""}","H3 region 8a2a8ac62307fff is feature 2800. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.217801, longitude -80.466395. Its display color is #1f77b4."
2801,8a2a8ac6c02ffff,0,#1f77b4,37.191847323171906,-80.40853502282368,1.4271337802626357e-06,"{""coordinates"":[[[-80.408356136727,37.19246622639891],[-80.40917960341201,37.192276548823294],[-80.40935847828202,37.191657643997154],[-80.40871390465256,37.191228420819],[-80.40789045372617,37.19141809186272],[-80.40771156067079,37.19203699261639],[-80.408356136727,37.19246622639891]]],""type"":""Polygon""}","H3 region 8a2a8ac6c02ffff is feature 2801. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.191847, longitude -80.408535. Its display color is #1f77b4."
2802,8a2a8ac63917fff,0,#1f77b4,37.2146934269273,-80.4472982226155,1.4282306417363787e-06,"{""coordinates"":[[[-80.44711975563793,37.21531259229784],[-80.44794343329544,37.2151225764686],[-80.44812188903896,37.21450340950702],[-80.44747668533778,37.21407426243366],[-80.44665302343711,37.21426427171571],[-80.44647454948097,37.21488343461817],[-80.44711975563793,37.21531259229784]]],""type"":""Polygon""}","H3 region 8a2a8ac63917fff is feature 2802. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.214693, longitude -80.447298. Its display color is #1f77b4."
2803,8a2a8ac63ccffff,0,#1f77b4,37.20974626322082,-80.45871856133107,1.4279573054061412e-06,"{""coordinates"":[[[-80.45854026115785,37.21036539639487],[-80.45936380123932,37.21017531824479],[-80.4595420901818,37.209556183482604],[-80.45889685725477,37.20912713092491],[-80.45807333292193,37.209317202524744],[-80.45789502576767,37.20993633323241],[-80.45854026115785,37.21036539639487]]],""type"":""Polygon""}","H3 region 8a2a8ac63ccffff is feature 2803. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.209746, longitude -80.458719. Its display color is #1f77b4."
2804,8a2a8a892407fff,0,#1f77b4,37.2124239204743,-80.40950674390731,1.4281826892786846e-06,"{""coordinates"":[[[-80.40932779403146,37.21304301763875],[-80.4101516079621,37.212853267744215],[-80.41033054660176,37.21223416897986],[-80.40968568951209,37.211804824183325],[-80.4088618913531,37.21199456754319],[-80.40868293451229,37.21261366223415],[-80.40932779403146,37.21304301763875]]],""type"":""Polygon""}","H3 region 8a2a8a892407fff is feature 2804. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.212424, longitude -80.409507. Its display color is #1f77b4."
2805,8a2a8ac62327fff,0,#1f77b4,37.218610131073476,-80.46539279188117,1.4283978608555253e-06,"{""coordinates"":[[[-80.46521454569486,37.219229355508865],[-80.46603820630361,37.219039203309215],[-80.46621644125557,37.21841997728685],[-80.4655710338192,37.21799090751654],[-80.46474738896204,37.218181053162716],[-80.46456913578986,37.21880027513256],[-80.46521454569486,37.219229355508865]]],""type"":""Polygon""}","H3 region 8a2a8ac62327fff is feature 2805. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.218610, longitude -80.465393. Its display color is #1f77b4."
2806,8a2a8ac65277fff,0,#1f77b4,37.21847526188773,-80.4108337088655,1.4284893770667471e-06,"{""coordinates"":[[[-80.41065475376341,37.219094417360104],[-80.41147866503348,37.218904639073614],[-80.41165760889665,37.21828548200138],[-80.41101265969597,37.21785610728876],[-80.41018876420095,37.2180458790394],[-80.41000980213173,37.218665032038395],[-80.41065475376341,37.219094417360104]]],""type"":""Polygon""}","H3 region 8a2a8ac65277fff is feature 2806. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.218475, longitude -80.410834. Its display color is #1f77b4."
2807,8a2a8ac62c0ffff,0,#1f77b4,37.22876202499558,-80.47400624096612,1.428900725351266e-06,"{""coordinates"":[[[-80.47382806925432,37.22938135511731],[-80.47465186340811,37.22919111145372],[-80.47483002388162,37.2285717797466],[-80.4741844084316,37.22814269575277],[-80.47336063003227,37.228332932858855],[-80.47318245132868,37.22895226051614],[-80.47382806925432,37.22938135511731]]],""type"":""Polygon""}","H3 region 8a2a8ac62c0ffff is feature 2807. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.228762, longitude -80.474006. Its display color is #1f77b4."
2808,8a2a8ac6ddb7fff,0,#1f77b4,37.18645686891675,-80.39933308517575,1.4268750241444474e-06,"{""coordinates"":[[[-80.3991540995396,37.18707571016944],[-80.39997751663854,37.18688611275271],[-80.40015649104974,37.18626726989897],[-80.39951206654109,37.18583802853749],[-80.3986886652012,37.18602761942595],[-80.39850967261108,37.18664645820405],[-80.3991540995396,37.18707571016944]]],""type"":""Polygon""}","H3 region 8a2a8ac6ddb7fff is feature 2808. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.186457, longitude -80.399333. Its display color is #1f77b4."
2809,8a2a8ac6485ffff,0,#1f77b4,37.24598151667999,-80.42442617798334,1.4298702795370874e-06,"{""coordinates"":[[[-80.4242472974933,37.24660094647059],[-80.42507161637356,37.24641098731923],[-80.42525048561299,37.24579155593067],[-80.42460505420271,37.245362087763134],[-80.42378075110965,37.24555204037091],[-80.42360186363985,37.246171467689706],[-80.4242472974933,37.24660094647059]]],""type"":""Polygon""}","H3 region 8a2a8ac6485ffff is feature 2809. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.245982, longitude -80.424426. Its display color is #1f77b4."
2810,8a2a8ac65a07fff,0,#1f77b4,37.22542618063694,-80.405747821158,1.4288535148516867e-06,"{""coordinates"":[[[-80.405568774105,37.22604539483083],[-80.40639282778697,37.22585562920339],[-80.40657186359734,37.225236413408105],[-80.40592686393596,37.224806967315736],[-80.4051028260358,37.224996726408136],[-80.40492377201541,37.2256159381278],[-80.405568774105,37.22604539483083]]],""type"":""Polygon""}","H3 region 8a2a8ac65a07fff is feature 2810. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.225426, longitude -80.405748. Its display color is #1f77b4."
2811,8a2a8ac60227fff,0,#1f77b4,37.218260876569474,-80.43934918481422,1.4284272023410963e-06,"{""coordinates"":[[[-80.4391706012599,37.21888006548902],[-80.43999437678181,37.21869009266186],[-80.44017294909975,37.21807090214921],[-80.4395277641092,37.21764168852599],[-80.43870400434989,37.217831654808094],[-80.43852541381871,37.218450841258374],[-80.4391706012599,37.21888006548902]]],""type"":""Polygon""}","H3 region 8a2a8ac60227fff is feature 2811. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.218261, longitude -80.439349. Its display color is #1f77b4."
2812,8a2a8ad5b227fff,0,#1f77b4,37.250968570432114,-80.47300183719034,1.4300371988918312e-06,"{""coordinates"":[[[-80.47282357025179,37.251588107117776],[-80.47364774893171,37.251397799233594],[-80.47382600462149,37.25077826096124],[-80.47318009987815,37.25034903462451],[-80.47235593696765,37.250539335948815],[-80.47217766303126,37.2511588701696],[-80.47282357025179,37.251588107117776]]],""type"":""Polygon""}","H3 region 8a2a8ad5b227fff is feature 2812. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.250969, longitude -80.473002. Its display color is #1f77b4."
2813,8a2a8a89660ffff,0,#1f77b4,37.22269925008574,-80.39499909883199,1.4287333815756311e-06,"{""coordinates"":[[[-80.394819922166,37.22331842533999],[-80.3956439789029,37.223128742024514],[-80.39582314432664,37.222509565166455],[-80.39517827121887,37.22208007570328],[-80.39435423026661,37.2222697524875],[-80.39417504663767,37.22288892526604],[-80.394819922166,37.22331842533999]]],""type"":""Polygon""}","H3 region 8a2a8a89660ffff is feature 2813. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.222699, longitude -80.394999. Its display color is #1f77b4."
2814,8a2a8ac66d2ffff,0,#1f77b4,37.25091512695637,-80.46070637793017,1.4300568515300664e-06,"{""coordinates"":[[[-80.46052795118474,37.251534647933696],[-80.46135218611987,37.25134442444923],[-80.46153060161546,37.25072490188228],[-80.4608848004196,37.25029560685596],[-80.4600605812592,37.25048582378454],[-80.45988214752013,37.251105342295205],[-80.46052795118474,37.251534647933696]]],""type"":""Polygon""}","H3 region 8a2a8ac66d2ffff is feature 2814. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.250915, longitude -80.460706. Its display color is #1f77b4."
2815,8a2a8ad4819ffff,0,#1f77b4,37.265976879679975,-80.3978653822391,1.4309398203925654e-06,"{""coordinates"":[[[-80.3976860818234,37.26659646328377],[-80.39851086597801,37.26640662248462],[-80.39869015513148,37.26578703727559],[-80.39804467836915,37.265357296946746],[-80.39721991002634,37.26554713120851],[-80.39704060263422,37.26616671233641],[-80.3976860818234,37.26659646328377]]],""type"":""Polygon""}","H3 region 8a2a8ad4819ffff is feature 2815. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.265977, longitude -80.397865. Its display color is #1f77b4."
2816,8a2a8ac65cd7fff,0,#1f77b4,37.23201685953636,-80.42230426227907,1.4291605601643992e-06,"{""coordinates"":[[[-80.42212540604136,37.232636156036754],[-80.4229494958231,37.23244625598568],[-80.42312834081656,37.2318269578875],[-80.42248311424771,37.231397563909994],[-80.42165904024492,37.23158745741987],[-80.42148017703222,37.23220675144833],[-80.42212540604136,37.232636156036754]]],""type"":""Polygon""}","H3 region 8a2a8ac65cd7fff is feature 2816. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.232017, longitude -80.422304. Its display color is #1f77b4."
2817,8a2a8ac662effff,0,#1f77b4,37.23089795183059,-80.45724037506278,1.4290403412716057e-06,"{""coordinates"":[[[-80.45706197736298,37.23151728122051],[-80.45788588596135,37.23132714549935],[-80.4580642724204,37.23070781451996],[-80.45741876850867,37.230278623317965],[-80.45659487567345,37.23046875248677],[-80.45641647098698,37.231088079409815],[-80.45706197736298,37.23151728122051]]],""type"":""Polygon""}","H3 region 8a2a8ac662effff is feature 2817. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.230898, longitude -80.457240. Its display color is #1f77b4."
2818,8a2a8a8929affff,0,#1f77b4,37.218504685841424,-80.39313646039953,1.4285224437240922e-06,"{""coordinates"":[[[-80.39295727511895,37.21912381950763],[-80.39378126872015,37.2189341623155],[-80.39396044276026,37.21831502704523],[-80.39331564140089,37.217885553046955],[-80.39249166358242,37.21807520370895],[-80.39231247134077,37.21869433489924],[-80.39295727511895,37.21912381950763]]],""type"":""Polygon""}","H3 region 8a2a8a8929affff is feature 2818. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.218505, longitude -80.393136. Its display color is #1f77b4."
2819,8a2a8ac6089ffff,0,#1f77b4,37.229315745191755,-80.44154443145486,1.4289879255941376e-06,"{""coordinates"":[[[-80.44136583546727,37.229935040321415],[-80.44218978985919,37.22974501713185],[-80.44236837460545,37.22912572040907],[-80.44172302318213,37.22869645093797],[-80.4408990845591,37.22888646758044],[-80.44072048159066,37.229505760241004],[-80.44136583546727,37.229935040321415]]],""type"":""Polygon""}","H3 region 8a2a8ac6089ffff is feature 2819. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.229316, longitude -80.441544. Its display color is #1f77b4."
2820,8a2a8ac6cceffff,0,#1f77b4,37.1965190143192,-80.41333430931209,1.4273637012123294e-06,"{""coordinates"":[[[-80.4131554682375,37.19713796728915],[-80.41397899256789,37.19694824196171],[-80.41415782241404,37.19632928739355],[-80.41351314612008,37.19590006222365],[-80.41268963754929,37.19608978101708],[-80.41251078951302,37.196708731514306],[-80.4131554682375,37.19713796728915]]],""type"":""Polygon""}","H3 region 8a2a8ac6cceffff is feature 2820. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.196519, longitude -80.413334. Its display color is #1f77b4."
2821,8a2a8a8922d7fff,0,#1f77b4,37.20098150424705,-80.398975435911,1.4276171780310401e-06,"{""coordinates"":[[[-80.3987963916664,37.201600481126796],[-80.3996200586617,37.20141083982262],[-80.39979909167455,37.200791861341045],[-80.39915447588207,37.20036252824023],[-80.39833082465549,37.20055216301449],[-80.39815177345285,37.20117113741939],[-80.3987963916664,37.201600481126796]]],""type"":""Polygon""}","H3 region 8a2a8a8922d7fff is feature 2821. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.200982, longitude -80.398975. Its display color is #1f77b4."
2822,8a2a8ad4ab07fff,0,#1f77b4,37.263128748473406,-80.41023623085627,1.4307721286721395e-06,"{""coordinates"":[[[-80.41005710201713,37.26374832091359],[-80.41088178014378,37.26355840435264],[-80.41106089772308,37.262938830310304],[-80.41041535541561,37.26250917690505],[-80.40959069309353,37.26269908692494],[-80.40941155727454,37.26331865689103],[-80.41005710201713,37.26374832091359]]],""type"":""Polygon""}","H3 region 8a2a8ad4ab07fff is feature 2822. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.263129, longitude -80.410236. Its display color is #1f77b4."
2823,8a2a8ac65a5ffff,0,#1f77b4,37.22228024932773,-80.40435004374066,1.4286953121800143e-06,"{""coordinates"":[[[-80.4041709902059,37.22289943233373],[-80.4049949965439,37.22270968631063],[-80.40517403883742,37.22209050170304],[-80.40452909300039,37.22166106719441],[-80.40370510244271,37.221850806683285],[-80.40352604194193,37.222469987214915],[-80.4041709902059,37.22289943233373]]],""type"":""Polygon""}","H3 region 8a2a8ac65a5ffff is feature 2823. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.222280, longitude -80.404350. Its display color is #1f77b4."
2824,8a2a8ad4b2a7fff,0,#1f77b4,37.23891041214299,-80.40492574091523,1.429543883187949e-06,"{""coordinates"":[[[-80.40474663304695,37.23952975148236],[-80.40557092122165,37.23933994849935],[-80.40575001784094,37.238720607557745],[-80.40510484450573,37.23829107367579],[-80.40428057212205,37.23848087012238],[-80.40410145728275,37.239100206987224],[-80.40474663304695,37.23952975148236]]],""type"":""Polygon""}","H3 region 8a2a8ad4b2a7fff is feature 2824. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.238910, longitude -80.404926. Its display color is #1f77b4."
2825,8a2a8ac6510ffff,0,#1f77b4,37.22872173816021,-80.41402550408725,1.429007064163134e-06,"{""coordinates"":[[[-80.41384655242501,37.22934099351562],[-80.4146706241752,37.229151160682356],[-80.414849564594,37.22853190372734],[-80.41420445147743,37.22810248367814],[-80.41338039550763,37.22829230997329],[-80.41320143687419,37.22891156285562],[-80.41384655242501,37.22934099351562]]],""type"":""Polygon""}","H3 region 8a2a8ac6510ffff is feature 2825. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.228722, longitude -80.414026. Its display color is #1f77b4."
2826,8a2a8ac66697fff,0,#1f77b4,37.23538473763682,-80.47287000502374,1.4292411345512333e-06,"{""coordinates"":[[[-80.47269179403358,37.23600412834542],[-80.4735157067328,37.23581387125211],[-80.4736939064815,37.23519447895754],[-80.47304821176593,37.234765347806835],[-80.47222431482597,37.23495559834219],[-80.47204609684249,37.23557498658609],[-80.47269179403358,37.23600412834542]]],""type"":""Polygon""}","H3 region 8a2a8ac66697fff is feature 2826. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.235385, longitude -80.472870. Its display color is #1f77b4."
2827,8a2a8ac6cc27fff,0,#1f77b4,37.200232829879546,-80.41226119247533,1.4275552353955066e-06,"{""coordinates"":[[[-80.41208232366938,37.20085181630348],[-80.41290591644079,37.20066208646271],[-80.41308477401645,37.20004309844012],[-80.41244005701353,37.19961384432976],[-80.41161648000462,37.19980356763642],[-80.41143760423628,37.20042255158744],[-80.41208232366938,37.20085181630348]]],""type"":""Polygon""}","H3 region 8a2a8ac6cc27fff is feature 2827. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.200233, longitude -80.412261. Its display color is #1f77b4."
2828,8a2a8ad4a06ffff,0,#1f77b4,37.25956065359581,-80.41819502695975,1.4305754792304791e-06,"{""coordinates"":[[[-80.41801601495067,37.26018020260808],[-80.41884059512506,37.2599902428532],[-80.41901959587665,37.259370692240836],[-80.41837403469309,37.258941105456245],[-80.41754947031751,37.25913105866793],[-80.41737045132686,37.25975060520731],[-80.41801601495067,37.26018020260808]]],""type"":""Polygon""}","H3 region 8a2a8ad4a06ffff is feature 2828. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.259561, longitude -80.418195. Its display color is #1f77b4."
2829,8a2a8ac6148ffff,0,#1f77b4,37.20873447944246,-80.44055871252948,1.427938503231542e-06,"{""coordinates"":[[[-80.4403801800072,37.20935358065407],[-80.4412037870522,37.20916363000395],[-80.44138230834265,37.20854452719998],[-80.44073724079463,37.208115379107355],[-80.43991364950547,37.208305323213196],[-80.43973511000866,37.20892442195582],[-80.4403801800072,37.20935358065407]]],""type"":""Polygon""}","H3 region 8a2a8ac6148ffff is feature 2829. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.208734, longitude -80.440559. Its display color is #1f77b4."
2830,8a2a8ac63047fff,0,#1f77b4,37.20378841969108,-80.45197839595077,1.4276652966907234e-06,"{""coordinates"":[[[-80.45180003020292,37.204407488719724],[-80.45262349973756,37.20421747575453],[-80.45280185425688,37.20359840513647],[-80.45215675744731,37.20316935154017],[-80.45133330366035,37.20335935795799],[-80.45115493093547,37.20397842451938],[-80.45180003020292,37.204407488719724]]],""type"":""Polygon""}","H3 region 8a2a8ac63047fff is feature 2830. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.203788, longitude -80.451978. Its display color is #1f77b4."
2831,8a2a8ad4abaffff,0,#1f77b4,37.2625589858811,-80.41271020971216,1.430738574646533e-06,"{""coordinates"":[[[-80.41253111518523,37.26317855608285],[-80.41335577209951,37.26298862437439],[-80.41353485536708,37.26236905257109],[-80.41288929996045,37.26193941655142],[-80.41206465884932,37.26212934171811],[-80.41188555734183,37.26274890944613],[-80.41253111518523,37.26317855608285]]],""type"":""Polygon""}","H3 region 8a2a8ad4abaffff is feature 2831. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.262559, longitude -80.412710. Its display color is #1f77b4."
2832,8a2a8ac61b9ffff,0,#1f77b4,37.208289360486766,-80.41992831997678,1.4279528867282136e-06,"{""coordinates"":[[[-80.4197495209205,37.20890843190905],[-80.42057321593461,37.208718623872876],[-80.42075200375747,37.20809955085337],[-80.42010711476716,37.20767028993908],[-80.41928343551753,37.20786009143769],[-80.41910462949393,37.208479160388045],[-80.4197495209205,37.20890843190905]]],""type"":""Polygon""}","H3 region 8a2a8ac61b9ffff is feature 2832. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.208289, longitude -80.419928. Its display color is #1f77b4."
2833,8a2a8ad5b21ffff,0,#1f77b4,37.249348892856595,-80.47500663928459,1.4299507678308e-06,"{""coordinates"":[[[-80.47482840442954,37.249968416867674],[-80.47565254606994,37.24977810043549],[-80.47583076967716,37.24915857483826],[-80.47518486989007,37.24872936972384],[-80.47436074401718,37.248919679595694],[-80.47418250216403,37.249539201142184],[-80.47482840442954,37.249968416867674]]],""type"":""Polygon""}","H3 region 8a2a8ad5b21ffff is feature 2833. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.249349, longitude -80.475007. Its display color is #1f77b4."
2834,8a2a8ac60157fff,0,#1f77b4,37.225360838109204,-80.44114672802569,1.42878661245692e-06,"{""coordinates"":[[[-80.44096814152726,37.225980095727],[-80.4417920301243,37.22579008790047],[-80.44197060538318,37.225170828689635],[-80.44132531026428,37.224741581367375],[-80.4405014374337,37.22493158264742],[-80.44032284395573,37.22555083779611],[-80.44096814152726,37.225980095727]]],""type"":""Polygon""}","H3 region 8a2a8ac60157fff is feature 2834. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.225361, longitude -80.441147. Its display color is #1f77b4."
2835,8a2a8ad4ac87fff,0,#1f77b4,37.26915208429265,-80.42928027649535,1.4310458737617054e-06,"{""coordinates"":[[[-80.429101373113,37.26977173677466],[-80.42992606611676,37.26958167043128],[-80.43010495823806,37.268962016351324],[-80.42945917560495,37.268532432684005],[-80.42863449840146,37.268722492479434],[-80.42845558803101,37.26934214249004],[-80.429101373113,37.26977173677466]]],""type"":""Polygon""}","H3 region 8a2a8ad4ac87fff is feature 2835. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.269152, longitude -80.429280. Its display color is #1f77b4."
2836,8a2a8ac6cb1ffff,0,#1f77b4,37.192266342495586,-80.39919005135545,1.4271718417480947e-06,"{""coordinates"":[[[-80.39901104228049,37.192885238003385],[-80.3998345593198,37.19269562303018],[-80.40001355716707,37.19207672592104],[-80.39936905615852,37.19164744786102],[-80.39854555488215,37.191837056305275],[-80.3983665388516,37.192455949338395],[-80.39901104228049,37.192885238003385]]],""type"":""Polygon""}","H3 region 8a2a8ac6cb1ffff is feature 2836. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.192266, longitude -80.399190. Its display color is #1f77b4."
2837,8a2a8a896667fff,0,#1f77b4,37.222219585508554,-80.39206127817295,1.428714106391295e-06,"{""coordinates"":[[[-80.3918820650971,37.222838752602506],[-80.3927061272055,37.222649090937296],[-80.39288532903903,37.222029922238846],[-80.39224048696846,37.22160041928611],[-80.39141644064568,37.22179007442109],[-80.39123722060809,37.22240923903892],[-80.3918820650971,37.222838752602506]]],""type"":""Polygon""}","H3 region 8a2a8a896667fff is feature 2837. It belongs to DBSCAN cluster 0. Its centroid is latitude 37.222220, longitude -80.392061. Its display color is #1f77b4."
